model,combo,sharpe,cost_adjusted_sharpe,sortino,max_drawdown,cvar,turnover
MV,ADABTC_BCHBTC_DOGEBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_DOTBTC_ETCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_DOTBTC_ETHBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_DOTBTC_FILBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_DOTBTC_ICPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_DOTBTC_LINKBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_DOTBTC_LTCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_DOTBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_DOTBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_DOTBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_DOTBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_DOTBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_DOTBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_DOTBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETCBTC_ETHBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETCBTC_FILBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETCBTC_ICPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETCBTC_LINKBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETCBTC_LTCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETCBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETCBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETCBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETCBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETCBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETCBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETCBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETHBTC_FILBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETHBTC_ICPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETHBTC_LINKBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETHBTC_LTCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETHBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETHBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETHBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETHBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETHBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETHBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ETHBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_FILBTC_ICPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_FILBTC_LINKBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_FILBTC_LTCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_FILBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_FILBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_FILBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_FILBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_FILBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_FILBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_FILBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ICPBTC_LINKBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ICPBTC_LTCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ICPBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ICPBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ICPBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ICPBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ICPBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ICPBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_ICPBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_LINKBTC_LTCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_LINKBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_LINKBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_LINKBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_LINKBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_LINKBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_LINKBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_LINKBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_LTCBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_LTCBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_LTCBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_LTCBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_LTCBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_LTCBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_LTCBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_NEARBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_NEARBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_NEARBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_NEARBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_NEARBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_NEARBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_SOLBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_SOLBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_SOLBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_SOLBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_SOLBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_STXBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_STXBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_STXBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_STXBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_TRXBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_TRXBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_TRXBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_UNIBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_UNIBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOGEBTC_XLMBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETCBTC_ETHBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETCBTC_FILBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETCBTC_ICPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETCBTC_LINKBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETCBTC_LTCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETCBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETCBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETCBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETCBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETCBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETCBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETCBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETHBTC_FILBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETHBTC_ICPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETHBTC_LINKBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETHBTC_LTCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETHBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETHBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETHBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETHBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETHBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETHBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ETHBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_FILBTC_ICPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_FILBTC_LINKBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_FILBTC_LTCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_FILBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_FILBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_FILBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_FILBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_FILBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_FILBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_FILBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ICPBTC_LINKBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ICPBTC_LTCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ICPBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ICPBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ICPBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ICPBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ICPBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ICPBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_ICPBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_LINKBTC_LTCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_LINKBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_LINKBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_LINKBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_LINKBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_LINKBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_LINKBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_LINKBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_LTCBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_LTCBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_LTCBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_LTCBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_LTCBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_LTCBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_LTCBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_NEARBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_NEARBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_NEARBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_NEARBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_NEARBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_NEARBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_SOLBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_SOLBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_SOLBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_SOLBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_SOLBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_STXBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_STXBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_STXBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_STXBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_TRXBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_TRXBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_TRXBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_UNIBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_UNIBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_DOTBTC_XLMBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ETHBTC_FILBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ETHBTC_ICPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ETHBTC_LINKBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ETHBTC_LTCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ETHBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ETHBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ETHBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ETHBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ETHBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ETHBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ETHBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_FILBTC_ICPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_FILBTC_LINKBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_FILBTC_LTCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_FILBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_FILBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_FILBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_FILBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_FILBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_FILBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_FILBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ICPBTC_LINKBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ICPBTC_LTCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ICPBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ICPBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ICPBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ICPBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ICPBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ICPBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_ICPBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_LINKBTC_LTCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_LINKBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_LINKBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_LINKBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_LINKBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_LINKBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_LINKBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_LINKBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_LTCBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_LTCBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_LTCBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_LTCBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_LTCBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_LTCBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_LTCBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_NEARBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_NEARBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_NEARBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_NEARBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_NEARBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_NEARBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_SOLBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_SOLBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_SOLBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_SOLBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_SOLBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_STXBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_STXBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_STXBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_STXBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_TRXBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_TRXBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_TRXBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_UNIBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_UNIBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETCBTC_XLMBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_FILBTC_ICPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_FILBTC_LINKBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_FILBTC_LTCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_FILBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_FILBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_FILBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_FILBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_FILBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_FILBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_FILBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_ICPBTC_LINKBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_ICPBTC_LTCBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_ICPBTC_NEARBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_ICPBTC_SOLBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_ICPBTC_STXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_ICPBTC_TRXBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_ICPBTC_UNIBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_ICPBTC_XLMBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_ICPBTC_XRPBTC,,,inf,0.0,0.0,0.0
MV,ADABTC_BCHBTC_ETHBTC_LINKBTC_LTCBTC,,,inf,0.0,0.0,0.0
